2004-01-01,1.4011430189184
2004-02-01,1.894152887915
2004-03-01,2.6905534455249
2004-04-01,2.15961974045164
2004-05-01,2.38716275691161
2004-06-01,2.00792439614499
2004-07-01,1.66660987145503
2004-08-01,1.894152887915
2004-09-01,1.59076219930171
2004-10-01,1.85622905183834
2004-11-01,1.21152383853509
2004-12-01,1.17360000245842
2005-01-01,1.51491452714838
2005-02-01,2.15961974045164
2005-03-01,2.84224878983155
2005-04-01,2.42508659298827
2005-05-01,2.57678193729492
2005-06-01,2.38716275691161
2005-07-01,2.46301042906493
2005-08-01,2.1975435765283
2005-09-01,1.78038137968502
2005-10-01,2.00792439614499
2005-11-01,1.28737151068841
2005-12-01,1.32529534676507
2006-01-01,1.4011430189184
2006-02-01,1.36321918284173
2006-03-01,2.12169590437497
2006-04-01,1.81830521576168
2006-05-01,1.894152887915
2006-06-01,1.74245754360835
2006-07-01,1.17360000245842
2006-08-01,1.36321918284173
2006-09-01,1.05982849422844
2006-10-01,0.832285477768465
2006-11-01,0.718513969538479
2006-12-01,0.718513969538479
2007-01-01,0.528894789155168
2007-02-01,0.604742461308493
2007-03-01,1.05982849422844
2007-04-01,1.17360000245842
2007-05-01,1.02190465815178
2007-06-01,0.794361641691803
2007-07-01,0.604742461308493
2007-08-01,0.301351772695196
2007-09-01,0.0358849201585619
2007-10-01,0.18758026446521
2007-11-01,-0.267505768454734
2007-12-01,-0.305429604531396
2008-01-01,-0.305429604531396
2008-02-01,-0.153734260224748
2008-03-01,-0.115810424148086
2008-04-01,-0.115810424148086
2008-05-01,-0.115810424148086
2008-06-01,-0.267505768454734
2008-07-01,-0.343353440608059
2008-08-01,-0.532972620991369
2008-09-01,-0.646744129221355
2008-10-01,-0.760515637451341
2008-11-01,-0.950134817834651
2008-12-01,-0.988058653911313
2009-01-01,-1.06390632606464
2009-02-01,-0.874287145681327
2009-03-01,-0.798439473528003
2009-04-01,-0.760515637451341
2009-05-01,-0.684667965298017
2009-06-01,-0.570896457068031
2009-07-01,-0.532972620991369
2009-08-01,-0.608820293144693
2009-09-01,-0.836363309604665
2009-10-01,-0.722591801374679
2009-11-01,-0.988058653911313
2009-12-01,-1.06390632606464
2010-01-01,-1.06390632606464
2010-02-01,-0.950134817834651
2010-03-01,-0.608820293144693
2010-04-01,-0.419201112761383
2010-05-01,-0.988058653911313
2010-06-01,-0.912210981757989
2010-07-01,-0.988058653911313
2010-08-01,-1.1018301621413
2010-09-01,-1.02598248998798
2010-10-01,-1.1018301621413
2010-11-01,-1.21560167037129
2010-12-01,-1.1018301621413
2011-01-01,-1.17767783429462
2011-02-01,-1.13975399821796
2011-03-01,-0.912210981757989
2011-04-01,-0.836363309604665
2011-05-01,-0.912210981757989
2011-06-01,-0.912210981757989
2011-07-01,-0.950134817834651
2011-08-01,-1.02598248998798
2011-09-01,-1.06390632606464
2011-10-01,-1.02598248998798
2011-11-01,-1.1018301621413
2011-12-01,-1.06390632606464
2012-01-01,-1.1018301621413
2012-02-01,-0.836363309604665
2012-03-01,-0.684667965298017
2012-04-01,-0.684667965298017
2012-05-01,-0.646744129221355
2012-06-01,-0.684667965298017
2012-07-01,-0.722591801374679
2012-08-01,-0.798439473528003
2012-09-01,-0.836363309604665
2012-10-01,-0.874287145681327
2012-11-01,-0.912210981757989
2012-12-01,-0.912210981757989
2013-01-01,-0.760515637451341
2013-02-01,-0.608820293144693
2013-03-01,-0.419201112761383
2013-04-01,-0.343353440608059
2013-05-01,-0.457124948838045
2013-06-01,-0.343353440608059
2013-07-01,-0.722591801374679
2013-08-01,-0.798439473528003
2013-09-01,-0.798439473528003
2013-10-01,-0.608820293144693
2013-11-01,-0.760515637451341
2013-12-01,-0.798439473528003
2014-01-01,-0.722591801374679
2014-02-01,-0.646744129221355
2014-03-01,-0.495048784914707
2014-04-01,-0.495048784914707
2014-05-01,-0.343353440608059
2014-06-01,-0.532972620991369
2014-07-01,-0.646744129221355
2014-08-01,-0.608820293144693
2014-09-01,-0.570896457068031
2014-10-01,-0.532972620991369
2014-11-01,-0.798439473528003
2014-12-01,-0.646744129221355
2015-01-01,-0.495048784914707
2015-02-01,-0.267505768454734
2015-03-01,-0.229581932378072
2015-04-01,-0.153734260224748
2015-05-01,-0.19165809630141
2015-06-01,-0.305429604531396
2015-07-01,-0.343353440608059
2015-08-01,-0.419201112761383
2015-09-01,-0.646744129221355
2015-10-01,-0.495048784914707
2015-11-01,-0.608820293144693
2015-12-01,-0.532972620991369
2016-01-01,-0.495048784914707
2016-02-01,-0.267505768454734
2016-03-01,-0.0778865880714242
2016-04-01,0.111732592311886
2016-05-01,0.0358849201585619
2016-06-01,-0.0778865880714242
2016-07-01,0.0738087562352239
2016-08-01,-0.229581932378072
2016-09-01,-0.305429604531396
2016-10-01,-0.229581932378072
2016-11-01,-0.457124948838045
2016-12-01,-0.495048784914707
2017-01-01,-0.267505768454734
2017-02-01,-0.0399627519947622
2017-03-01,0.339275608771858
2017-04-01,0.149656428388548
2017-05-01,0.18758026446521
2017-06-01,0.149656428388548
2017-07-01,-0.153734260224748
2017-08-01,-0.267505768454734
2017-09-01,-0.0778865880714242
2017-10-01,-0.115810424148086
2017-11-01,-0.0778865880714242
2017-12-01,-0.267505768454734
2018-01-01,-0.153734260224748
2018-02-01,0.0738087562352239
2018-03-01,0.528894789155168
2018-04-01,0.339275608771858
2018-05-01,0.37719944484852
2018-06-01,0.149656428388548
2018-07-01,-0.00203891591810014
2018-08-01,-0.19165809630141
2018-09-01,-0.229581932378072
2018-10-01,-0.343353440608059
